doi,title,access_status,source_url,local_text_sha256,retrieved_at,crossref_status,resolved_doi,crossref_checked_at,review_scope
10.1016/j.pneurobio.2020.101844,Attention control and the attention schema theory of consciousness,full-text,https://grazianolab.princeton.edu/document/136,,2026-09-25T06:20:57.555229+00:00,resolved,10.1016/j.pneurobio.2020.101844,2026-09-25T06:36:51.300701+00:00,Author uncorrected proof read with web viewer. Six Methods/Results experiments versus ambiguous six-plus-two abstract; final publisher version not accessible.
10.1016/j.tics.2006.03.007,"Conscious, preconscious, and subliminal processing: a testable taxonomy",abstract-only,https://pubmed.ncbi.nlm.nih.gov/16603406/,,2026-09-25T06:20:57.580097+00:00,resolved,10.1016/j.tics.2006.03.007,2026-09-25T06:36:51.328140+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.tics.2006.09.001,Towards a true neural stance on consciousness,abstract-only,https://pubmed.ncbi.nlm.nih.gov/16997611/,,2026-09-25T06:21:04.441177+00:00,resolved,10.1016/j.tics.2006.09.001,2026-09-25T06:36:51.395350+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.tics.2011.05.009,Empirical support for higher-order theories of conscious awareness,abstract-only,https://pubmed.ncbi.nlm.nih.gov/21737339/,,2026-09-25T06:21:04.605796+00:00,resolved,10.1016/j.tics.2011.05.009,2026-09-25T06:42:38.676569+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.tics.2013.09.007,"Interoceptive inference, emotion, and the embodied self",abstract-only,https://pubmed.ncbi.nlm.nih.gov/24126130/,,2026-09-25T06:21:04.615616+00:00,resolved,10.1016/j.tics.2013.09.007,2026-09-25T06:42:48.830416+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.tics.2018.01.009,Hierarchical Active Inference: A Theory of Motivated Control,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5870049/fullTextXML,0c815fc92b6c4fd8e7c8879a92c13857cb91aeb9ce014a4701586a1c12649f23,2026-09-25T06:21:04.652459+00:00,resolved,10.1016/j.tics.2018.01.009,2026-09-25T06:37:00.046834+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1016/j.tics.2018.08.008,Being a Beast Machine: The Somatic Basis of Selfhood,abstract-only,https://pubmed.ncbi.nlm.nih.gov/30224233/,,2026-09-25T06:21:04.898268+00:00,resolved,10.1016/j.tics.2018.08.008,2026-09-25T06:37:00.137252+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.tics.2019.03.007,Visceral Signals Shape Brain Dynamics and Cognition,abstract-only,https://pubmed.ncbi.nlm.nih.gov/31047813/,,2026-09-25T06:21:04.899194+00:00,resolved,10.1016/j.tics.2019.03.007,2026-09-25T06:37:00.138336+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.tics.2019.06.009,Understanding the Higher-Order Approach to Consciousness,abstract-only,https://pubmed.ncbi.nlm.nih.gov/31375408/,,2026-09-25T06:21:14.432787+00:00,resolved,10.1016/j.tics.2019.06.009,2026-09-25T06:42:58.331435+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/j.visres.2008.07.013,How emotional arousal and valence influence access to awareness,abstract-only,https://pubmed.ncbi.nlm.nih.gov/18694777/,,2026-09-25T06:21:14.447846+00:00,resolved,10.1016/j.visres.2008.07.013,2026-09-25T06:37:00.345464+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/s0010-0277(00)00123-2,Towards a cognitive neuroscience of consciousness: basic evidence and a workspace framework,abstract-only,https://pubmed.ncbi.nlm.nih.gov/11164022/,,2026-09-25T06:21:14.464336+00:00,resolved,10.1016/s0010-0277(00)00123-2,2026-09-25T06:37:00.432268+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1016/s0166-2236(00)01657-x,The distinct modes of vision offered by feedforward and recurrent processing,abstract-only,https://pubmed.ncbi.nlm.nih.gov/11074267/,,2026-09-25T06:21:14.485981+00:00,resolved,10.1016/s0166-2236(00)01657-x,2026-09-25T06:43:09.535751+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1017/s0140525x12000477,"Whatever next? Predictive brains, situated agents, and the future of cognitive science",abstract-only,https://pubmed.ncbi.nlm.nih.gov/23663408/,,2026-09-25T06:21:14.490604+00:00,resolved,10.1017/s0140525x12000477,2026-09-25T06:37:08.263875+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1017/s0140525x15000643,Homing in on consciousness in the nervous system: An action-based synthesis,full-text,https://www.cambridge.org/core/journals/behavioral-and-brain-sciences/article/homing-in-on-consciousness-in-the-nervous-system-an-actionbased-synthesis/2483CA8F40A087A0A7AAABD40E0D89B2,62ffbc3f447a108616f5f4eda675f3554cbcacfda8f9ac02c662a05b0088894b,2026-09-25T06:23:26.971773+00:00,resolved,10.1017/s0140525x15000643,2026-09-25T06:37:08.324553+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1017/s0140525x15002812,Passive frame theory: A new synthesis,abstract-only,https://pubmed.ncbi.nlm.nih.gov/28355823/,,2026-09-25T06:21:14.598641+00:00,resolved,10.1017/s0140525x15002812,2026-09-25T06:43:20.589193+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1037/0033-295x.112.4.1000,The Function of Phenomenal States: Supramodular Interaction Theory.,abstract-only,https://pubmed.ncbi.nlm.nih.gov/16262477/,,2026-09-25T06:21:22.296869+00:00,resolved,10.1037/0033-295x.112.4.1000,2026-09-25T06:37:08.364191+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1037/1528-3542.7.4.882,Fearful expressions gain preferential access to awareness during continuous flash suppression.,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC4038625/,1621489361e971c6c54e3816ca1d823091a5afeb06fb13fdf70cbd348cb48590,2026-09-25T06:23:19.773469+00:00,resolved,10.1037/1528-3542.7.4.882,2026-09-25T06:37:08.413092+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1037/a0017121,The essence of conscious conflict: Subjective effects of sustaining incompatible intentions.,full-text,https://pubmed.ncbi.nlm.nih.gov/19803593/,e07078f52ba9f1edccbea1d9f558f34fcf33c08a2fef2b9c23b5f7ca1fa232bb,2026-09-25T06:21:22.371132+00:00,resolved,10.1037/a0017121,2026-09-25T06:37:08.428606+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1037/rev0000045,Self-evaluation of decision-making: A general Bayesian framework for metacognitive computation.,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5178868/fullTextXML,19edc43c0ba7e3181fd6549a75709be475af7eaacd72956f57dd7aea64a6826a,2026-09-25T06:21:22.392232+00:00,resolved,10.1037/rev0000045,2026-09-25T06:37:08.433022+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1038/89551,Cerebral mechanisms of word masking and unconscious repetition priming,abstract-only,https://pubmed.ncbi.nlm.nih.gov/11426233/,,2026-09-25T06:21:22.394367+00:00,resolved,10.1038/89551,2026-09-25T06:37:08.451458+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1038/nn.3671,Spontaneous fluctuations in neural responses to heartbeats predict visual detection,abstract-only,https://pubmed.ncbi.nlm.nih.gov/24609466/,,2026-09-25T06:21:22.552436+00:00,resolved,10.1038/nn.3671,2026-09-25T06:37:17.239622+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1038/nn1500,Continuous flash suppression reduces negative afterimages,abstract-only,https://pubmed.ncbi.nlm.nih.gov/15995700/,,2026-09-25T06:21:22.668812+00:00,resolved,10.1038/nn1500,2026-09-25T06:37:17.243457+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1038/nn1549,Timing of the brain events underlying access to consciousness during the attentional blink,abstract-only,https://pubmed.ncbi.nlm.nih.gov/16158062/,,2026-09-25T06:21:30.863641+00:00,resolved,10.1038/nn1549,2026-09-25T06:37:17.296073+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1038/nrn.2016.44,Integrated information theory: from consciousness to its physical substrate,abstract-only,https://pubmed.ncbi.nlm.nih.gov/27225071/,,2026-09-25T06:21:31.407635+00:00,resolved,10.1038/nrn.2016.44,2026-09-25T06:37:17.320557+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1038/s41467-021-21393-z,Bifurcation in brain dynamics reveals a signature of conscious processing independent of report,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7895979/fullTextXML,2fa2ccece5b438647c202fa98877c33ef4534170f5a0728f00299ae7c673586a,2026-09-25T06:21:31.689204+00:00,resolved,10.1038/s41467-021-21393-z,2026-09-25T06:37:17.349045+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1038/s41467-022-35117-4,Human visual consciousness involves large scale cortical and subcortical networks independent of task report and eye movement activity,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9707162/fullTextXML,21c4a64d92b14353f2dc5bebea6c11e52de05823dd6f4aacb58bb0e722c2487f,2026-09-25T06:21:32.295954+00:00,resolved,10.1038/s41467-022-35117-4,2026-09-25T06:37:17.369350+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1038/s41467-023-37322-1,Subjective signal strength distinguishes reality from imagination,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10036541/,096a1f8f5511a90a4b609159c79287b3ab0dc6192c8500072768648ceeeec471,2026-09-25T06:23:08.968447+00:00,resolved,10.1038/s41467-023-37322-1,2026-09-25T06:37:17.384660+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1038/s41562-017-0069,Evidence for a large-scale brain system supporting allostasis and interoception in humans,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5624222/fullTextXML,cdab124115dc4d8054202c736115dd4ff6bd6f3af8c4703111959133a3c34dd1,2026-09-25T06:21:38.800519+00:00,resolved,10.1038/s41562-017-0069,2026-09-25T06:37:17.438459+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1038/s41586-025-08888-1,Adversarial testing of global neuronal workspace and integrated information theories of consciousness,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12137136/fullTextXML,719f1975adf3036c428996a80647f70b0facf9dae4562d6afdb1f87f5078fb50,2026-09-25T06:21:38.852822+00:00,resolved,10.1038/s41586-025-08888-1,2026-09-25T06:43:29.073728+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1073/pnas.1401201111,Attributing awareness to oneself and to others,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC3977229/,cdc879f6b24dee5e198aed3fa546592461c369feba97ee02bec7c9e035024d4c,2026-09-25T06:23:08.972374+00:00,resolved,10.1073/pnas.1401201111,2026-09-25T06:37:29.017304+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1073/pnas.1619316114,A higher-order theory of emotional consciousness,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC5347624/,58f308212c23bc3e07ea9ad5ab596c162925db4316a9e7f0571a74c637205a08,2026-09-25T06:23:19.798991+00:00,resolved,10.1073/pnas.1619316114,2026-09-25T06:37:29.105654+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1080/02643294.2019.1670630,"Toward a standard model of consciousness: Reconciling the attention schema, global workspace, higher-order thought, and illusionist theories",abstract-only,https://pubmed.ncbi.nlm.nih.gov/31556341/,,2026-09-25T06:21:48.270630+00:00,resolved,10.1080/02643294.2019.1670630,2026-09-25T06:37:29.136316+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1080/17588921003632529,Theta-burst transcranial magnetic stimulation to the prefrontal cortex impairs metacognitive visual awareness,abstract-only,https://pubmed.ncbi.nlm.nih.gov/24168333/,,2026-09-25T06:21:56.439843+00:00,resolved,10.1080/17588921003632529,2026-09-25T06:37:29.219186+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1080/17588921003731586,How neuroscience will change our view on consciousness,full-text,https://people.uncw.edu/tothj/PSY595/Lamme-How%20Neurosci%20Will%20Change%20Our%20View%20of%20Cs-CN-2010.pdf,6cac7daeb56eef5f44cdd9b339a0617c7548627bc74accaeab193b6b72f22a15,2026-09-25T06:23:26.887875+00:00,resolved,10.1080/17588921003731586,2026-09-25T06:37:29.240667+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1080/17588928.2011.585237,Awareness as a perceptual model of attention,abstract-only,https://pubmed.ncbi.nlm.nih.gov/24168488/,,2026-09-25T06:21:57.051951+00:00,resolved,10.1080/17588928.2011.585237,2026-09-25T06:37:29.280313+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1093/brain/awu221,Domain-specific impairment in metacognitive accuracy following anterior prefrontal lesions,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4163038/fullTextXML,fe0a7f0b1aed94680d4b5d9f41d0143867b4806639bdde783a14f4b9c0220bf8,2026-09-25T06:21:57.166175+00:00,resolved,10.1093/brain/awu221,2026-09-25T06:37:29.371594+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1093/brain/aww358,Split brain: divided perception but undivided consciousness,abstract-only,https://pubmed.ncbi.nlm.nih.gov/28122878/,,2026-09-25T06:21:57.375491+00:00,resolved,10.1093/brain/aww358,2026-09-25T06:37:36.949208+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1093/nc/niz020,Awareness as inference in a higher-order state space,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7065713/fullTextXML,84e191f9fe28ce0d1502b2181edf44f84c4e8c37a54f2f3a939e2e3e3a3025d8,2026-09-25T06:21:57.450324+00:00,resolved,10.1093/nc/niz020,2026-09-25T06:37:36.949738+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1093/oso/9780195309980.003.0030,The Primary Function of Consciousness: Why Skeletal Muscles Are “Voluntary” Muscles,unavailable,https://doi.org/10.1093/oso/9780195309980.003.0030,,2026-09-25T06:22:04.475674+00:00,resolved,10.1093/oso/9780195309980.003.0030,2026-09-25T06:37:36.953903+00:00,DOI metadata verified; full content not available and not represented as read.
10.1093/scan/nss066,Mindfulness meditation training alters cortical representations of interoceptive attention,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC3541492/,fcfda63e2087d0b4e5de717334b1211b77f18af5ba82f9a721b6d159855b73e6,2026-09-25T06:23:19.697736+00:00,resolved,10.1093/scan/nss066,2026-09-25T06:37:37.098451+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1098/rstb.2013.0208,The neural subjective frame: from bodily signals to perceptual consciousness,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC3965163/,e34784a2fa5bb7f6f68e4c617619cc1c0d8ec019cfecd454d0ba93bd1e254e67,2026-09-25T06:23:19.756767+00:00,resolved,10.1098/rstb.2013.0208,2026-09-25T06:37:37.176438+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1098/rstb.2016.0007,Active interoceptive inference and the emotional brain,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5062097/fullTextXML,af70fa06a4c8c32260b584fcc0cb8462761b5f6c774dd413653a786bce346b7b,2026-09-25T06:22:05.483389+00:00,resolved,10.1098/rstb.2016.0007,2026-09-25T06:37:37.290382+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1111/1469-8986.3850752,Error‐related brain potentials are differentially related to awareness of response errors: Evidence from an antisaccade task,abstract-only,https://pubmed.ncbi.nlm.nih.gov/11577898/,,2026-09-25T06:22:05.604281+00:00,resolved,10.1111/1469-8986.3850752,2026-09-25T06:43:37.315444+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1126/science.1191883,Relating Introspective Accuracy to Individual Differences in Brain Structure,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC3173849/,af8d6327f667e76f048cca57fbb8a2640134e7de5fbf3a1c7e3fc8d70796dae3,2026-09-25T06:23:08.968088+00:00,resolved,10.1126/science.1191883,2026-09-25T06:37:37.547469+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1126/science.280.5371.1930,Neural Correlates of Perceptual Rivalry in the Human Brain,abstract-only,https://pubmed.ncbi.nlm.nih.gov/9632390/,,2026-09-25T06:22:15.183597+00:00,resolved,10.1126/science.280.5371.1930,2026-09-25T06:37:47.872756+00:00,Abstract-level evidence only; cannot establish all experiment partitions or all citations.
10.1371/journal.pbio.0050260,Brain Dynamics Underlying the Nonlinear Threshold for Access to Consciousness,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1988856/fullTextXML,e8548079fc13a15e418f6928a37b2cbf12b6de11644e62122b2226dbc76e12c9,2026-09-25T06:22:15.435725+00:00,resolved,10.1371/journal.pbio.0050260,2026-09-25T06:37:48.059538+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1371/journal.pcbi.1003094,Emotional Valence and the Free-Energy Principle,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3681730/fullTextXML,95143200e82db21f207eb96622137f3389787778a2bbaad9cf4b128b8252609c,2026-09-25T06:22:15.934299+00:00,resolved,10.1371/journal.pcbi.1003094,2026-09-25T06:37:48.102210+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1371/journal.pcbi.1003588,From the Phenomenology to the Mechanisms of Consciousness: Integrated Information Theory 3.0,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4014402/fullTextXML,a5f89b5f262a170b0d1c33be6e6126290dc28784a19f8fd4d349d7c68ead854f,2026-09-25T06:22:22.728663+00:00,resolved,10.1371/journal.pcbi.1003588,2026-09-25T06:37:48.141499+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1371/journal.pcbi.1011465,Integrated information theory (IIT) 4.0: Formulating the properties of phenomenal existence in physical terms,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10581496/fullTextXML,a082458767a885ecbd3b252cafb2a0ae202c2266886882d08bb087d1d1aee6d8,2026-09-25T06:22:22.852920+00:00,resolved,10.1371/journal.pcbi.1011465,2026-09-25T06:37:48.161187+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1523/jneurosci.0262-16.2016,Neural Responses to Heartbeats in the Default Network Encode the Self in Spontaneous Thoughts,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC4961773/,2951a45f0f259540fe3cfd5bc0bb93bd9bd1aeac6a3d49260504420db147a24c,2026-09-25T06:23:08.971929+00:00,resolved,10.1523/jneurosci.0262-16.2016,2026-09-25T06:37:48.177808+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1523/jneurosci.0696-23.2023,Whole-Brain Deactivations Precede Uninduced Mind-Blanking Reports,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC10552942/,c8708fb30eaee6e06b747946563019a8bf55ae38ae7f02259670a6183a11f737,2026-09-25T06:23:08.972640+00:00,resolved,10.1523/jneurosci.0696-23.2023,2026-09-25T06:43:45.721717+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1523/jneurosci.18-01-00411.1998,Masked Presentations of Emotional Facial Expressions Modulate Amygdala Activity without Explicit Knowledge,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6793390/,93df1771f3fa9b712f08e3a2e1fec7ec80da76c9affc633229dcdb5959103df9,2026-09-25T06:23:19.733564+00:00,resolved,10.1523/jneurosci.18-01-00411.1998,2026-09-25T06:37:48.252951+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.1523/jneurosci.4403-13.2014,Binocular Rivalry: Frontal Activity Relates to Introspection and Action But Not to Perception,full-text,https://pmc.ncbi.nlm.nih.gov/articles/PMC6827584/,d429bbe7f9939336b7b0775b41630ba8d554d4682b8120ab71b99f39476b591b,2026-09-25T06:23:08.966859+00:00,resolved,10.1523/jneurosci.4403-13.2014,2026-09-25T06:37:55.628151+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.33735/phimisci.2020.ii.64,Predictive processing as a systematic basis for identifying the neural correlates of consciousness,full-text,https://distantreader.org/stacks/journals/phimisci/phimisci-8947.pdf,9de8a0c9e10a6bef88d7e796757c9dba2349653dfffb4c9ebccebf7fee479ce7,2026-09-25T06:23:26.989703+00:00,resolved,10.33735/phimisci.2020.ii.64,2026-09-25T06:37:55.717536+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.3389/fpsyg.2012.00369,Adaptive Skeletal Muscle Action Requires Anticipation and “Conscious Broadcasting”,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3525316/fullTextXML,e28a2a306a80c3c4aa77871fd305022b9078623fd55c75516e3ca9edbe009758,2026-09-25T06:22:33.440466+00:00,resolved,10.3389/fpsyg.2012.00369,2026-09-25T06:37:55.722247+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.3389/fpsyg.2013.00667,The evolutionary and genetic origins of consciousness in the Cambrian Period over 500 million years ago,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3790330/fullTextXML,9b9b7d8ca9581740e0f561c05cbd665bc20ff5a91c2eb74dea0089edab2996fe,2026-09-25T06:22:38.948106+00:00,resolved,10.3389/fpsyg.2013.00667,2026-09-25T06:37:55.792077+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.3389/fpsyg.2014.01078,Isolating neural correlates of conscious perception from neural correlates of reporting one's perception,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4189413/fullTextXML,e4e281f804cf7232dd9e3694dc3e3baec77b55d7385a2910b96ce40f4e05525b,2026-09-25T06:22:38.954221+00:00,resolved,10.3389/fpsyg.2014.01078,2026-09-25T06:37:55.906554+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
10.3389/fpsyg.2015.00500,The attention schema theory: a mechanistic account of subjective awareness,full-text,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4407481/fullTextXML,97653404838a936cbab8f5be6a3812441e9c084abf85377a0b2b17bf89c0da5f,2026-09-25T06:22:39.034392+00:00,resolved,10.3389/fpsyg.2015.00500,2026-09-25T06:37:55.943019+00:00,Relevant domain/method/result passages inspected; main-text access does not certify supplementary-material coverage.
